numPlayed,heuristicList,remainingTime
27,8.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;2.147483647E9,700.0;1366.6666666666665;2266.6666666666665;3400.0;4766.666666666667;6366.666666666666;8200.0;10266.666666666666;12566.666666666664;15100.0;17866.666666666668;20866.666666666668;24099.999999999996;27566.66666666667;31266.666666666664;35200.0;39366.666666666664;43766.66666666666;48400.0;53266.666666666664;58366.66666666667;63700.0;69266.66666666667;75066.66666666667;81100.0;87366.66666666666;997300.0
26,8.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0,700.0;1366.6666666666665;2266.6666666666665;3400.0;4766.666666666667;6366.666666666666;8200.0;10266.666666666666;12566.666666666664;15100.0;17866.666666666668;20866.666666666668;24099.999999999996;27566.66666666667;31266.666666666664;35200.0;39366.666666666664;43766.66666666666;48400.0;53266.666666666664;58366.66666666667;63700.0;69266.66666666667;75066.66666666667;81100.0;87366.66666666666
26,8.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0,700.0;1366.6666666666665;2266.6666666666665;3400.0;4766.666666666667;6366.666666666666;8200.0;10266.666666666666;12566.666666666664;15100.0;17866.666666666668;20866.666666666668;24099.999999999996;27566.66666666667;31266.666666666664;35200.0;39366.666666666664;43766.66666666666;48400.0;53266.666666666664;58366.66666666667;63700.0;69266.66666666667;75066.66666666667;81100.0;87366.66666666666
26,8.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;8.0,700.0;1366.6666666666665;2266.6666666666665;3400.0;4766.666666666667;6366.666666666666;8200.0;10266.666666666666;12566.666666666664;15100.0;17866.666666666668;20866.666666666668;24099.999999999996;27566.66666666667;31266.666666666664;35200.0;39366.666666666664;43766.66666666666;48400.0;53266.666666666664;58366.66666666667;63700.0;69266.66666666667;75066.66666666667;81100.0;997400.0
26,8.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0,700.0;1366.6666666666665;2266.6666666666665;3400.0;4766.666666666667;6366.666666666666;8200.0;10266.666666666666;12566.666666666664;15100.0;17866.666666666668;20866.666666666668;24099.999999999996;27566.66666666667;31266.666666666664;35200.0;39366.666666666664;43766.66666666666;48400.0;53266.666666666664;58366.66666666667;63700.0;69266.66666666667;75066.66666666667;81100.0;87366.66666666666
26,8.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0,700.0;1366.6666666666665;2266.6666666666665;3400.0;4766.666666666667;6366.666666666666;8200.0;10266.666666666666;12566.666666666664;15100.0;17866.666666666668;20866.666666666668;24099.999999999996;27566.66666666667;31266.666666666664;35200.0;39366.666666666664;43766.66666666666;48400.0;53266.666666666664;58366.66666666667;63700.0;69266.66666666667;75066.66666666667;81100.0;87366.66666666666
26,8.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0,700.0;1366.6666666666665;2266.6666666666665;3400.0;4766.666666666667;6366.666666666666;8200.0;10266.666666666666;12566.666666666664;15100.0;17866.666666666668;20866.666666666668;24099.999999999996;27566.66666666667;31266.666666666664;35200.0;39366.666666666664;43766.66666666666;48400.0;53266.666666666664;58366.66666666667;63700.0;69266.66666666667;75066.66666666667;81100.0;87366.66666666666
26,8.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;8.0,700.0;1366.6666666666665;2266.6666666666665;3400.0;4766.666666666667;6366.666666666666;8200.0;10266.666666666666;12566.666666666664;15100.0;17866.666666666668;20866.666666666668;24099.999999999996;27566.66666666667;31266.666666666664;35200.0;39366.666666666664;43766.66666666666;48400.0;53266.666666666664;58366.66666666667;63700.0;69266.66666666667;75066.66666666667;81100.0;997400.0
26,8.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0,700.0;1366.6666666666665;2266.6666666666665;3400.0;4766.666666666667;6366.666666666666;8200.0;10266.666666666666;12566.666666666664;15100.0;17866.666666666668;20866.666666666668;24099.999999999996;27566.66666666667;31266.666666666664;35200.0;39366.666666666664;43766.66666666666;48400.0;53266.666666666664;58366.66666666667;63700.0;69266.66666666667;75066.66666666667;81100.0;87366.66666666666
25,8.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;8.0,700.0;1366.6666666666665;2266.6666666666665;3400.0;4766.666666666667;6366.666666666666;8200.0;10266.666666666666;12566.666666666664;15100.0;17866.666666666668;20866.666666666668;24099.999999999996;27566.66666666667;31266.666666666664;35200.0;39366.666666666664;43766.66666666666;48400.0;53266.666666666664;58366.66666666667;63700.0;69266.66666666667;75066.66666666667;997500.0
